what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1486255253214
processors,sysinfo,,,"8",1486255253215
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1486255253215
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1486255253215
java.specification.name,sysinfo,,,"Java Platform API Specification",1486255253215
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486255253215
java.specification.version,sysinfo,,,"1.6",1486255253215
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1486255253215
java.version,sysinfo,,,"1.6.0_23",1486255253215
java.vm.info,sysinfo,,,"mixed mode",1486255253215
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1486255253215
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486255253215
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486255253215
java.vm.specification.version,sysinfo,,,"1.0",1486255253215
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486255253215
java.vm.version,sysinfo,,,"19.0-b09",1486255253215
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486255255980
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1486255256111
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1486255257560
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1486255257605
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1486255257609
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486255273597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486255273633
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1486255273676
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1486255273677
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1486255273677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486255277134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486255283671
